timestamp,ammonia,do,manganese,nitrate,ph,pond_id,temp,turbidity
2/2/2022 1:20,0,10.1,0.72,20.7,5.3,1,16.03,64.1
2/2/2022 1:40,0.1,11.2,0.67,7.3,5,1,16.18,62.4
2/2/2022 2:00,0,6.1,0.74,11.4,5.5,1,14.85,58.2
2/2/2022 2:20,0.1,7.2,0.61,9.3,5.5,1,17.66,61.6
2/2/2022 2:40,0,9.7,0.6,29.5,5.5,1,15.42,28.9
2/2/2022 3:00,0.1,9.5,0.7,26.2,5.8,1,14.52,4.5
2/2/2022 3:20,0,12,0.72,22.6,5,1,15.92,12.3
2/2/2022 3:40,0.1,7,0.63,14.6,6,1,17.47,69.6
2/2/2022 4:00,0.1,11.4,0.6,25.6,5.3,1,19.75,70.9
2/2/2022 4:20,0.1,9.8,0.7,25.5,5.1,1,14.67,44.9
2/2/2022 4:40,0.1,9.4,0.65,11.9,5.3,1,16.98,85.2
2/2/2022 5:00,0,6.6,0.66,6.6,6,1,15.95,87.2
2/2/2022 5:20,0,9.4,0.72,0.9,5.6,1,18.16,8.3
2/2/2022 5:40,0.1,6.2,0.71,19,5.8,1,16.43,83.2
2/2/2022 6:00,0.1,7.6,0.6,0.4,5.9,1,15.1,51.8
2/2/2022 6:20,0,8.4,0.71,6.3,6,1,17.39,84.3
2/2/2022 6:40,0.1,9.8,0.68,25.7,5.8,1,18.35,79.3
2/2/2022 7:00,0,8.5,0.72,5.4,5.2,1,19.36,25.5
2/2/2022 7:20,0,6.2,0.68,17.5,6,1,17.34,65.2
2/2/2022 7:40,0.1,8.5,0.66,28.4,5,1,15.2,75.3
2/2/2022 8:00,0,9.8,0.64,10.7,5.8,1,15.82,43.1
2/2/2022 8:20,0.1,11.7,0.63,26.7,5.1,1,15,81.5
2/2/2022 8:40,0.1,10.9,0.72,26.3,5.2,1,16.13,25.2
2/2/2022 9:00,0.1,6.8,0.7,14.5,5.7,1,17.47,42.1
2/2/2022 9:20,0.1,11.9,0.67,1.5,5.9,1,16.13,55.3
2/2/2022 9:40,0,8.2,0.7,0.3,5.1,1,14.14,56.5
2/2/2022 10:00,0,7.3,0.65,17.4,5.5,1,15.7,82.7
2/2/2022 10:20,0.1,9.2,0.73,12.9,5.9,1,16.25,86.5
2/2/2022 10:40,0,6.4,0.65,1.5,5.8,1,16.87,46.5
2/2/2022 11:00,0.1,10.6,0.7,18.9,5.9,1,18.79,78.4
2/2/2022 11:20,0.1,9.5,0.64,12.5,5.8,1,16.46,42.5
2/2/2022 11:40,0.1,11.1,0.6,21.1,5.8,1,14.67,25.5
2/2/2022 12:00,0,8,0.69,15.1,5.3,1,15.24,77.4
2/2/2022 12:20,0,9.4,0.68,13.5,5.3,1,17.28,76.1
2/2/2022 12:40,0.1,9.2,0.64,27.5,5,1,16.7,6
2/2/2022 13:00,0.1,11.1,0.75,9.7,5.6,1,15.85,26.3
2/2/2022 13:20,0.1,10,0.67,8.2,5.7,1,14.55,69.5
2/2/2022 13:40,0.1,7.9,0.75,15,5.2,1,15.2,11.2
2/2/2022 14:00,0.1,7.1,0.63,1.7,5.1,1,19.33,42.8
2/2/2022 14:20,0.1,6.9,0.71,2.4,5.5,1,17.52,10.5
2/2/2022 14:40,0.1,9.8,0.74,3.6,6,1,17.13,54.7
2/2/2022 15:00,0,6.2,0.65,8.5,5.8,1,14.62,9.1
2/2/2022 15:20,0.1,10.7,0.69,24.5,5.1,1,14.87,54.2
2/2/2022 15:40,0.1,9,0.69,27.5,5.5,1,16.44,16.6
2/2/2022 16:00,0.1,6.5,0.67,23.5,5.4,1,15.05,20.8
2/2/2022 16:20,0.1,6.7,0.65,16.1,5.5,1,16.11,73.5
2/2/2022 16:40,0.1,11.5,0.74,28.7,5,1,17.89,79.3
2/2/2022 17:00,0,7.3,0.73,15.4,5.7,1,14.77,71
2/2/2022 17:19,0,6.6,0.71,16.8,5.1,1,18.71,73.8
2/2/2022 17:39,0,10.1,0.69,28.6,5.6,1,17.03,9.6
2/2/2022 17:59,0.1,6.2,0.69,6.8,5.1,1,15.17,55.6
2/2/2022 18:19,0.1,6.8,0.72,8.1,5.1,1,14.16,6.9
2/2/2022 18:39,0,9.8,0.62,25.1,5.9,1,16.84,78
2/2/2022 18:59,0,11.9,0.71,3.9,5,1,16.75,76
2/2/2022 19:19,0.1,7.7,0.67,22.6,5.3,1,17.91,85.2
2/2/2022 19:39,0.1,11.6,0.61,5.2,5.8,1,15.03,33.5
2/2/2022 19:59,0.1,7.3,0.71,15.3,5.9,1,16.39,72
2/2/2022 20:19,0,9,0.64,9.2,5.3,1,15.22,6.3
2/2/2022 20:39,0,9.1,0.74,4.9,5.5,1,17.83,31.8
2/2/2022 20:59,0,10.4,0.73,25.6,6,1,18.98,55.7
2/2/2022 21:19,0.1,8.4,0.65,24.3,5,1,18.16,34.4
2/2/2022 21:39,0,11.2,0.74,5.4,6,1,17.05,84.6
2/2/2022 21:59,0.1,6.8,0.63,19.7,5,1,19.77,4.7
2/2/2022 22:19,0,6.3,0.67,23,5.5,1,15.68,48.5
2/2/2022 22:39,0.1,9.7,0.64,1.5,5,1,15.99,10.8
2/2/2022 22:59,0.1,7.4,0.65,18.2,5.6,1,19.65,23.3
2/2/2022 23:19,0,10.3,0.7,5.3,5.9,1,15.09,32.5
2/2/2022 23:39,0,10.8,0.63,8.3,5,1,18.25,17.4
2/2/2022 23:59,0.1,8.6,0.72,25.2,5.1,1,17.19,72.3
3/2/2022 0:19,0,7.2,0.67,22,5.6,1,14.8,82.5
3/2/2022 0:39,0.1,8.1,0.6,0.8,5.5,1,14.42,30.2
3/2/2022 0:59,0.1,11.3,0.64,20.3,5.7,1,14.82,23
3/2/2022 1:19,0.1,6.5,0.73,24.7,5.7,1,14.68,63.8
3/2/2022 1:39,0.1,9.2,0.71,24.6,5.3,1,14.13,32.7
3/2/2022 1:59,0.1,10.4,0.71,21.4,5.9,1,14.81,1.6
3/2/2022 2:19,0.1,9.2,0.73,24.1,5.1,1,18.92,32
3/2/2022 2:39,0,6.8,0.68,27,5,1,17.98,82.2
3/2/2022 2:59,0,11.6,0.7,0.2,5.4,1,17.86,78.9
3/2/2022 3:19,0,10.6,0.7,7.1,5.6,1,19.54,35.1
3/2/2022 3:39,0.1,6.7,0.66,15,5.7,1,19.22,41.1
3/2/2022 3:59,0,10.1,0.66,3.9,5.3,1,15.64,69.1
3/2/2022 4:19,0,8.6,0.64,6.7,5,1,19.97,63.4
3/2/2022 4:39,0,6.5,0.6,5,5.3,1,18.83,35.3
3/2/2022 4:59,0.1,6.2,0.62,20.2,5.3,1,19.65,13.6
3/2/2022 5:19,0.1,10.3,0.66,28.2,5.5,1,17.5,71.6
3/2/2022 5:39,0,10.1,0.75,24.3,5.8,1,18.34,65.4
3/2/2022 5:59,0,11.7,0.66,24.5,5.4,1,19.64,35.1
3/2/2022 6:19,0.1,11.9,0.72,24.3,5.2,1,18.18,38.1
3/2/2022 6:39,0,10.7,0.72,22.4,5.3,1,18.49,32.2
3/2/2022 6:59,0.1,8.7,0.73,19.3,5.2,1,17.03,66.7
3/2/2022 7:19,0,11.6,0.69,10.7,5.1,1,18.57,87.7
3/2/2022 7:39,0.1,7.3,0.61,5.8,5.4,1,15.79,14.4
3/2/2022 7:59,0,8.6,0.72,22.1,5.7,1,15.35,4.5
3/2/2022 8:19,0,9.6,0.68,2.6,5.8,1,19.37,9.3
3/2/2022 8:39,0.1,10.3,0.7,6.9,5,1,14.76,10.7
3/2/2022 8:59,0.1,6.6,0.61,22.5,5.1,1,15.49,63.8
3/2/2022 9:19,0,7.2,0.62,13.5,5.2,1,16.67,30.5
3/2/2022 9:39,0.1,8.1,0.7,1.4,5.1,1,15.12,58.2
3/2/2022 9:59,0,6.7,0.72,20.1,5.6,1,16.28,59.3
3/2/2022 10:19,0.1,9.9,0.71,20.6,5.7,1,17.14,49.2
3/2/2022 10:39,0.1,6,0.68,18.6,5.6,1,18.5,31.2
3/2/2022 10:59,0.1,8.8,0.65,14.2,5.6,1,14.22,19.3
3/2/2022 11:19,0,10.8,0.63,23.4,5.8,1,18.45,23.3
3/2/2022 11:39,0,7.8,0.66,0.7,5,1,19.95,61.9
3/2/2022 11:59,0,8.5,0.68,18.6,5.2,1,16.32,87.9
3/2/2022 12:19,0,8.5,0.74,14,5.9,1,19.17,41.3
3/2/2022 12:39,0,7.3,0.72,8.1,5.3,1,15.79,46.3
3/2/2022 12:59,0.1,10.6,0.7,9.8,5.4,1,15.74,22.1
3/2/2022 13:19,0.1,6.9,0.61,1.9,5.6,1,17.85,86.6
3/2/2022 13:39,0.1,11.5,0.63,8.4,5.2,1,14.9,50
3/2/2022 13:59,0.1,11.9,0.73,9.7,5.1,1,19.34,46.9
3/2/2022 14:19,0,7.7,0.63,28.7,5.4,1,17.78,55.1
3/2/2022 14:39,0.1,6.1,0.74,27.5,5.6,1,17.29,7.2
3/2/2022 14:59,0,7.5,0.6,6.5,5.5,1,19.74,14.9
3/2/2022 15:19,0,6,0.7,26.6,5.4,1,19.45,55.2
3/2/2022 15:39,0.1,7,0.68,17.5,5.7,1,16.67,52.8
3/2/2022 15:59,0,6.9,0.65,16.6,5.4,1,16.47,83.4
3/2/2022 16:19,0.1,6.5,0.7,14.6,5.7,1,19.62,18.2
3/2/2022 16:39,0,9.8,0.65,29.5,6,1,16.28,29.6
3/2/2022 16:59,0,10.9,0.64,18.1,5.1,1,17,66.9
3/2/2022 17:19,0,6,0.7,24.6,5.1,1,15.24,58.1
3/2/2022 17:39,0,8,0.7,23.4,5.7,1,14.21,2.5
3/2/2022 17:59,0,9.8,0.65,17,5.7,1,14.35,53.6
3/2/2022 18:19,0.1,10.9,0.74,26.4,5.1,1,19.67,85.6
3/2/2022 18:39,0.1,6.8,0.75,19.5,6,1,18.55,11.9
3/2/2022 18:59,0,7.3,0.74,9.8,5.4,1,14.58,48.4
3/2/2022 19:19,0,7.8,0.74,23.4,5.2,1,14.06,3.3
3/2/2022 19:39,0,7.3,0.72,11,5,1,15.39,6.1
3/2/2022 19:59,0,8.1,0.67,8.3,5.5,1,15.37,6.6
3/2/2022 20:19,0.1,10.7,0.74,28.4,5.8,1,14.62,44.8
3/2/2022 20:39,0.1,10.1,0.66,17.3,5.7,1,19.49,31.3
3/2/2022 20:59,0.1,10.1,0.61,17.9,5.5,1,17.16,13.4
3/2/2022 21:19,0,12,0.71,16.7,5.4,1,14.98,71.3
3/2/2022 21:39,0,8.4,0.67,12.8,5.5,1,17.17,41.1
3/2/2022 21:59,0,8.6,0.7,17.7,5,1,14.8,38.3
3/2/2022 22:19,0.1,10.4,0.63,2.9,5.5,1,17.3,88.5
3/2/2022 22:39,0,7.8,0.66,23.7,5.4,1,16.6,70.7
3/2/2022 22:59,0.1,11.6,0.64,19.6,5.4,1,15.89,11.8
3/2/2022 23:19,0.1,10.5,0.66,18.9,5.6,1,17.95,76.2
3/2/2022 23:39,0.1,11.3,0.74,0.6,6,1,19.5,48.5
3/2/2022 23:59,0.1,8.3,0.73,28.6,5.8,1,14.65,14.5
4/2/2022 0:19,0.1,9.2,0.75,7.3,5.5,1,16.01,25.4
4/2/2022 0:39,0.1,6.7,0.67,29.7,5.5,1,15.55,14.4
4/2/2022 0:59,0.1,11.8,0.69,6.1,5.2,1,15.43,13.4
4/2/2022 1:19,0,6.9,0.66,2.4,5,1,14.29,37.6
4/2/2022 1:39,0.1,10.7,0.66,3.3,5.6,1,14.8,55.8
4/2/2022 1:59,0,6.6,0.61,2.1,5.2,1,15.25,46.7
4/2/2022 2:19,0,12,0.7,23.3,6,1,19.3,85.9
4/2/2022 2:39,0.1,9.4,0.75,26.2,5.7,1,19.76,48.3
4/2/2022 2:59,0,9.8,0.69,8,5.1,1,18.85,83.8
4/2/2022 3:19,0.1,8.9,0.6,24.8,5.3,1,16.43,61.8
4/2/2022 3:39,0.1,11.9,0.61,15.2,5,1,16.64,76.8
4/2/2022 3:59,0.1,8.4,0.6,13.5,5.1,1,14.76,32.9
4/2/2022 4:19,0.1,10.2,0.66,3.2,5.4,1,14.07,80.4
4/2/2022 4:39,0,8.6,0.63,0.4,5,1,17.69,68.6
4/2/2022 4:59,0.1,11.5,0.68,9.8,5.7,1,18.68,66.8
4/2/2022 5:19,0.1,11.7,0.72,6.8,5.9,1,18.4,31.7
4/2/2022 5:39,0,8.7,0.68,26.3,5,1,17.34,44.4
4/2/2022 5:59,0,10,0.68,9.9,5,1,14.28,10.1
4/2/2022 6:19,0.1,8.4,0.69,2.8,5,1,18.41,73.4
4/2/2022 6:39,0.1,11.9,0.71,16.6,6,1,15.88,15.8
4/2/2022 6:59,0.1,9,0.72,3.3,5.1,1,19.65,54.5
4/2/2022 7:19,0,8.2,0.7,18.3,5.4,1,16.12,6.8
4/2/2022 7:39,0.1,11,0.63,14.6,6,1,14.39,55.3
4/2/2022 7:59,0.1,10.2,0.66,22.8,5.5,1,17.13,15.5
4/2/2022 8:19,0.1,8.3,0.7,18.6,6,1,18.91,45.8
4/2/2022 8:39,0,8.6,0.61,30,5.8,1,15.86,60.1
4/2/2022 8:59,0,9.3,0.67,26.4,5.7,1,19.07,16.9
4/2/2022 9:19,0,7.1,0.75,2.2,5.2,1,16.7,58.7
4/2/2022 9:39,0,11.4,0.66,16.6,5.6,1,19.01,30.9
4/2/2022 9:59,0,11.5,0.65,6.8,5.2,1,16.25,28
4/2/2022 10:19,0.1,7.2,0.62,28.1,5.8,1,14.28,57.1
4/2/2022 10:39,0,6.8,0.69,29.7,5,1,18.06,11.8
4/2/2022 10:59,0,10.6,0.74,6.2,5.4,1,14.13,29.9
4/2/2022 11:19,0,7.4,0.72,7,5.9,1,16.26,27.4
4/2/2022 11:39,0.1,8.6,0.63,26.5,5.8,1,14.62,50.7
4/2/2022 11:59,0,11,0.75,20.7,5.4,1,18.24,88.7
4/2/2022 12:19,0,9.3,0.73,12.4,5.7,1,18,84.8
4/2/2022 12:39,0.1,10.8,0.68,1.4,5.6,1,17.67,83.5
4/2/2022 12:59,0,9.7,0.64,10.3,5.5,1,15.15,11.5
4/2/2022 13:19,0,6.2,0.72,27.3,5.2,1,16.24,10.3
4/2/2022 13:39,0.1,7.2,0.65,23.6,5,1,15.11,18.7
4/2/2022 13:59,0,7.2,0.6,17.1,5.5,1,15.6,20.9
4/2/2022 14:19,0.1,6.8,0.73,27.2,5.9,1,19.83,30.4
4/2/2022 14:39,0.1,11.9,0.71,3.3,5.9,1,17.36,23.1
4/2/2022 14:59,0,10,0.65,10.8,5.9,1,19.98,19.6
4/2/2022 15:19,0,6.4,0.64,29.2,5,1,16.32,86.8
4/2/2022 15:39,0.1,8,0.66,23.6,5.2,1,17.99,51.5
4/2/2022 15:59,0.1,9,0.61,24.1,5.2,1,18.05,45.5
4/2/2022 16:19,0,9.1,0.7,24.2,5.4,1,16.19,8.1
4/2/2022 16:39,0.1,9.7,0.72,29.6,5.2,1,14.17,57.2
4/2/2022 16:59,0.1,10.4,0.66,8.7,5.4,1,14.06,60.7
4/2/2022 17:19,0,11.2,0.67,12.9,5.8,1,19.9,79
4/2/2022 17:39,0,7.9,0.75,26.3,5.1,1,16.05,15.2
4/2/2022 17:59,0,10.3,0.74,15.9,5.5,1,17.23,25.3
4/2/2022 18:19,0.1,8.9,0.68,13.4,5.8,1,15.14,43.7
4/2/2022 18:39,0,11.1,0.68,11,5.3,1,14.77,69.6
4/2/2022 18:59,0.1,6,0.6,20.2,6,1,16.55,12.8
4/2/2022 19:19,0.1,7.7,0.65,12.5,5.1,1,14.4,4.7
4/2/2022 19:39,0,11.6,0.62,2.8,5,1,18.73,80.6
4/2/2022 19:59,0.1,7.5,0.63,15.5,5.3,1,19.61,39.4
4/2/2022 20:19,0,12,0.71,26.6,5.8,1,19.18,34
4/2/2022 20:39,0,6.8,0.7,13.1,5,1,18.84,1.4
4/2/2022 20:59,0,7,0.63,2.6,6,1,14.77,62.7
4/2/2022 21:19,0,9.8,0.67,6.9,5.2,1,16.4,45.9
4/2/2022 21:39,0.1,8,0.64,20.1,5.8,1,17.14,70.5
4/2/2022 21:59,0.1,9.4,0.65,15.3,5.4,1,19.16,29.6
4/2/2022 22:19,0,9.4,0.7,15.2,5.6,1,14.61,60.9
4/2/2022 22:39,0,7.6,0.74,23.1,5,1,19.83,43.6
4/2/2022 22:59,0.1,8.6,0.6,7.1,5.7,1,18.18,68.4
4/2/2022 23:19,0,8.9,0.67,3.3,5,1,17.26,10.3
4/2/2022 23:39,0,11.4,0.69,17.9,5.5,1,15.34,84.7
4/2/2022 23:59,0,10.3,0.71,15.2,5.5,1,16.57,80.7
5/2/2022 0:19,0,7.9,0.68,26.4,5.5,1,16.78,15.7
5/2/2022 0:39,0,6.1,0.61,29.2,5.7,1,15.74,20.7
5/2/2022 0:59,0,9.6,0.68,5.4,5.6,1,17.09,44.4
5/2/2022 1:19,0.1,9.6,0.69,7.6,5,1,18.84,46.6
5/2/2022 1:39,0,9.3,0.7,8.7,5.5,1,19.73,23.1
5/2/2022 1:59,0,8.1,0.75,18.5,5.4,1,19.47,77.2
5/2/2022 2:19,0,6.5,0.73,0.6,5.3,1,18.51,34.3
5/2/2022 2:39,0,10.5,0.73,25.4,5.6,1,16.53,50.1
5/2/2022 2:59,0,10.1,0.71,25.2,5.1,1,17.72,46.3
5/2/2022 3:19,0.1,8.3,0.68,10.8,5.9,1,15.88,76.2
5/2/2022 3:39,0.1,9.9,0.74,3.2,5.9,1,16.52,39.9
5/2/2022 3:59,0.1,10.8,0.67,10.6,6,1,19.64,80.5
5/2/2022 4:19,0.1,8.3,0.61,14.7,5.6,1,15.56,36.2
5/2/2022 4:39,0.1,8.5,0.61,14.1,5.3,1,16.85,34.4
5/2/2022 4:59,0.1,8.5,0.61,5.1,5.6,1,19.86,63.9
5/2/2022 5:19,0,9.1,0.68,28.2,5.4,1,17.38,49.8
5/2/2022 5:39,0.1,8.1,0.6,11.3,5.6,1,16.14,33.9
5/2/2022 5:59,0.1,10.2,0.61,20.5,5.8,1,16.35,19.9
5/2/2022 6:19,0.1,11.3,0.69,9.7,6,1,18.06,87.3
5/2/2022 6:39,0,7.1,0.63,9.3,5.5,1,17.35,52.5
5/2/2022 6:59,0,9.1,0.66,18.2,5.9,1,19.41,0.8
5/2/2022 7:19,0,12,0.71,28.2,6,1,16.38,59.6
5/2/2022 7:39,0,7.5,0.68,26.8,5.7,1,15.6,2.5
5/2/2022 7:59,0,7.4,0.66,12.5,5.6,1,15.96,81
5/2/2022 8:19,0.1,7.3,0.75,13.6,5.7,1,15.43,35.6
5/2/2022 8:39,0.1,7.8,0.7,1.6,5.9,1,19.99,40
5/2/2022 8:59,0.1,10.6,0.75,10.4,5.2,1,16.57,44.7
5/2/2022 9:19,0.1,7.2,0.64,26.2,5.1,1,16.66,60.6
5/2/2022 9:39,0,8.8,0.65,14.6,5.9,1,14.75,86.9
5/2/2022 9:59,0,8.4,0.67,22.2,6,1,15.21,74.1
5/2/2022 10:19,0,9.7,0.63,23.1,5,1,16.05,69.2
5/2/2022 10:39,0,8.4,0.62,26.1,5,1,19.39,88.5
5/2/2022 10:59,0,11.8,0.74,17.1,5,1,19.44,88.9
5/2/2022 11:19,0,10.2,0.63,29.9,5.1,1,15.64,57.4
5/2/2022 11:39,0.1,7.2,0.64,12.5,5,1,18.33,51.3
5/2/2022 11:59,0,9,0.66,28.9,5.8,1,19.76,14.2
5/2/2022 12:19,0.1,10,0.62,25,5.6,1,18.64,24.5
5/2/2022 12:39,0,9.6,0.68,1.6,5.4,1,15.91,3.9
5/2/2022 12:59,0.1,11,0.63,27.8,5.1,1,14.06,67.9
5/2/2022 13:19,0.1,6.3,0.7,26.2,5,1,17.35,67.2
5/2/2022 13:39,0.1,9.6,0.66,15.4,5.3,1,17.21,51.6
5/2/2022 13:59,0.1,9.8,0.61,0.3,5.4,1,17.41,0.6
5/2/2022 14:19,0,8.7,0.63,23,5.7,1,18.56,70.4
5/2/2022 14:39,0.1,11.1,0.71,3,5.7,1,18.77,24.5
5/2/2022 14:59,0.1,9.6,0.71,23.1,5.2,1,18.8,57.2
5/2/2022 15:19,0.1,7,0.69,26.8,5.3,1,14.83,39.8
5/2/2022 15:39,0.1,8.8,0.71,20.1,5.4,1,15.07,83.9
5/2/2022 15:59,0,10.5,0.74,5.2,6,1,18.89,58.9
5/2/2022 16:19,0.1,8.6,0.65,0.2,6,1,16.18,56.4
5/2/2022 16:39,0.1,6.3,0.66,17,5.7,1,16.72,45.3
5/2/2022 16:59,0.1,10.8,0.74,20.8,5.4,1,18.3,4.5
5/2/2022 17:19,0,8.7,0.69,6.9,5.5,1,19.35,47.8
5/2/2022 17:39,0.1,8.2,0.67,3,5.2,1,18.32,45.2
5/2/2022 17:59,0,8.2,0.73,17.4,5.9,1,15.76,18
5/2/2022 18:19,0.1,7.8,0.73,4.9,5.9,1,16.14,55.5
5/2/2022 18:39,0.1,7.8,0.71,13.6,6,1,18.3,53.6
5/2/2022 18:59,0.1,9.4,0.61,23.7,6,1,15.73,66.4
5/2/2022 19:19,0,8.8,0.65,15.5,5,1,18.52,82.3
5/2/2022 19:39,0.1,11.9,0.67,19.4,5.8,1,18.07,44.6
5/2/2022 19:59,0.1,10.1,0.75,21.6,5,1,18.48,61
5/2/2022 20:19,0.1,9.2,0.73,19.9,5.4,1,14.68,16.3
5/2/2022 20:39,0,8,0.65,20.9,6,1,16.22,77.8
5/2/2022 20:59,0.1,6.1,0.67,13.2,5.5,1,16.85,53.1
5/2/2022 21:19,0.1,6.6,0.69,16.1,6,1,16.85,72.4
5/2/2022 21:39,0.1,10.1,0.62,14.8,5.6,1,19.83,65.3
5/2/2022 21:59,0.1,6.4,0.63,11.5,5.4,1,16.13,81.8
5/2/2022 22:19,0,8,0.64,18.4,5,1,14.97,89
5/2/2022 22:39,0,10.9,0.63,26.5,5.9,1,18.71,42.3
5/2/2022 22:59,0,10.4,0.7,21.9,5.8,1,14.68,36.3
5/2/2022 23:19,0,9.9,0.61,16.3,5.1,1,19.61,88.9
5/2/2022 23:39,0.1,10.5,0.65,21.4,5.5,1,16.43,30.9
5/2/2022 23:59,0,9.5,0.71,5.2,5.3,1,18.88,25.3
6/2/2022 0:19,0,10,0.72,16.4,5.3,1,14.32,76.5
6/2/2022 0:39,0.1,11.7,0.65,21.2,5.9,1,14.95,89.6
6/2/2022 0:59,0.1,7,0.71,22.3,5,1,17.4,68.9
6/2/2022 1:19,0.1,10.8,0.67,4.1,5.2,1,19.81,85.2
6/2/2022 1:39,0.1,7.3,0.64,27.4,5.5,1,14.23,76.5
6/2/2022 1:59,0,10,0.71,9.5,5.5,1,14.05,23.8
6/2/2022 2:19,0.1,9.5,0.65,19.2,5.7,1,18.85,38.8
6/2/2022 2:39,0,10.4,0.72,8.8,6,1,19.47,66.8
6/2/2022 2:59,0,9,0.62,7.6,6,1,16.23,29.1
6/2/2022 3:19,0.1,6.8,0.66,12,5.2,1,16.32,60.7
6/2/2022 3:39,0,8.7,0.74,0.9,5.4,1,15.44,71.8
6/2/2022 3:59,0.1,6.5,0.61,20.3,5.5,1,18.89,29.7
6/2/2022 4:19,0,10.5,0.68,2,5.5,1,17.23,64.3
6/2/2022 4:39,0.1,10.4,0.71,4.3,5.2,1,16.73,9
6/2/2022 4:59,0.1,6.7,0.6,9.2,5.1,1,18.48,5.1
6/2/2022 5:19,0,11.9,0.69,27.8,5.6,1,17.36,19.7
6/2/2022 5:39,0.1,10.7,0.62,5.8,5.3,1,14.96,34.8
6/2/2022 5:59,0,11.4,0.69,17,5.9,1,18.84,51.7
6/2/2022 6:19,0,10.4,0.73,14,5,1,15.62,71
